"HIP","RA_J2000","DE_J2000","Plx","pmRA","pmDE","Vmag","B-V","miembro"
28190,5.9576994,5.00126,6.19,-11.69,8.74,7.84,0.22,0
28192,5.9579424,3.537876,2.41,-0.58,-0.35,8.7,1.465,0
28195,5.95818673333333,23.148289,7.88,-9.42,-7.63,8.7,0.9,0
28196,5.95837953333333,6.391184,2.43,5.3,0.48,8.28,0.034,0
28200,5.95923466666667,9.581377,3.97,-7.53,-10.53,8.4,-0.03,0
28202,5.95940353333333,13.707943,4.9,4.04,-7.72,7.97,0.033,0
28216,5.9617756,22.532354,5.35,1.51,-3.94,10.77,1.022,0
28225,5.96360233333333,14.684114,3.34,0.69,5.74,7.41,1.122,0
28254,5.97031113333333,6.511328,6.91,-10.41,-17.82,8.42,0.415,0
28260,5.9712454,11.10649,5.86,-1.22,-3.01,9.64,0.087,0
28261,5.97140726666667,5.822567,7.18,11.33,-21.46,8.45,0.205,0
28268,5.97286006666667,12.988532,0.59,-1.97,-4.56,7.94,1.27,0
28272,5.9734836,23.155888,5.54,-3.88,-22.96,7.6,1.047,0
28273,5.9737274,23.967607,6.37,1.36,-1.07,10.63,1.01,0
28274,5.97432773333333,7.860552,3.19,14.01,3.17,7.34,1.257,0
28279,5.97527726666667,23.772978,1.89,11.35,-10.94,10.18,1.15,0
28289,5.9777862,16.597721,4.55,-3.47,-3.88,7.38,0.031,0
28294,5.97986746666667,20.206717,4.68,-4.5,4.68,9.93,0.522,0
28302,5.9814546,12.808264,3.89,-8.64,2.84,5.7,0.874,0
28307,5.9818852,18.820166,3.2,4.7,-18.36,7.06,1.313,0
28308,5.98204013333333,20.676409,5.42,-1.82,-13.46,8.17,0.94,0
28312,5.982526,18.979864,13.5,47.82,-49.08,8.47,0.606,0
28314,5.9827046,14.351954,2.37,-2.23,-8.39,8.55,1.302,0
28323,5.98411713333333,15.314902,5.74,14.82,-71.87,8.16,0.585,0
28337,5.98792453333333,4.465848,6.26,48.04,-19.74,7.98,1.08,0
28341,5.98902946666667,11.762603,0.57,1.53,-4.67,8.48,1.001,0
28348,5.99013793333333,17.81476,11.27,25.22,-86.96,7.92,0.531,0
28353,5.99102886666667,8.415468,3.56,0.57,-16.36,6.77,0.947,0
28355,5.99141573333333,22.580769,10.16,-4.33,-5.15,10.46,1.9,0
28359,5.99216426666667,18.852127,5.61,1.8,-4.9,7.55,0.123,0
28373,5.9941722,19.913667,2.25,7.1,-3.61,10.02,0.355,0
28374,5.99433793333333,21.604223,4.54,7.08,-18.4,6.89,-0.06,0
28384,5.99603493333333,6.769648,4.46,-4.48,-3.42,8.82,0.174,0
28397,5.9980642,9.53369,6.55,14.29,-20.84,8.24,0.256,0
28398,5.99822113333333,3.991002,4.75,-6.44,-2.55,7.47,0.014,0
28414,6.00121146666667,4.22272,4.84,-3.52,5.02,8.64,0.161,0
28425,6.00271326666667,19.990921,1.31,-4.4,-4.52,7.89,-0.112,0
28428,6.00382886666667,4.835526,18.69,-60.84,136.49,7.46,0.639,0
28431,6.004168,15.131072,2.09,-0.52,-3.36,7.44,1.491,0
28432,6.00432173333333,8.956178,5.66,-4.24,-19.65,7.95,0.371,0
28433,6.00477346666667,12.611399,7.33,1.13,-11.73,6.8,-0.043,0
28447,6.006745,16.298958,2.98,3.77,-8.68,6.54,1.54,0
28455,6.0078592,22.899701,6.43,10.63,-13.81,7.04,0.111,0
28456,6.0078742,10.218042,2.54,-1.56,-7.32,9.18,0.24,0
28473,6.01143706666667,14.956938,5.23,-7.51,-19.27,8.17,0.249,0
28478,6.01213666666667,5.802848,5.55,17.28,-6.18,8.42,0.417,0
28494,6.0149922,21.020992,31.56,-35.03,-361.03,10.02,1.23,0
28495,6.01515,19.814107,3.8,-6.8,-14.94,8.62,0.201,0
28497,6.01537246666667,17.890237,1.15,3.14,-2.55,8.18,0.98,0
28501,6.01702686666667,10.401505,1.84,1.51,-0.68,8.57,0.163,0
28509,6.01822693333333,16.991451,4.58,-11.06,-12.08,7.69,0.019,0
28510,6.01829733333334,23.338997,1.83,1.8,-1.47,8.23,0.617,0
28513,6.01879226666667,23.304858,2.28,2.29,-1.79,7.37,0.575,0
28519,6.01959333333333,19.420434,2.59,-4.07,-12.32,7.45,0.096,0
28522,6.02077393333333,6.626016,3.55,-1.5,-2.93,8.79,0.051,0
28526,6.021482,9.072434,3.46,-11.15,1.88,7.26,0.911,0
28534,6.02246413333333,18.961277,8.34,-11.77,-16.72,7.22,0.134,0
28537,6.0244618,23.140978,10.53,5.59,-1.85,9.68,0.102,0
28538,6.02472646666667,13.131569,1.93,-5.65,-10.5,7.78,-0.035,0
28540,6.02509966666667,4.91287,2.45,-8.52,-6.17,9.06,0.078,0
28556,6.02770153333333,16.934136,4.3,-6.31,-2.9,7.34,1.213,0
28558,6.0277272,10.911004,5.34,-2.46,-6.93,10.09,1.257,0
28561,6.02822946666667,22.401001,5.58,-6.19,-17.4,6.36,-0.071,0
28582,6.03333013333333,16.515758,1.65,-1.68,-5.7,9.51,0.044,0
28586,6.03463793333333,11.6566,3.13,-4.76,-8.34,8.44,0.145,0
28597,6.03594766666667,23.929803,3.09,5.13,-7.64,9.07,0.22,0
28614,6.03972186666667,9.647277,21.49,14.19,-37.44,4.12,0.17,1
28620,6.0418954,13.289632,7.05,56.38,-64.33,7.9,0.485,0
28621,6.0425896,13.02545,1.52,-0.2,-26.96,6.96,1.644,0
28625,6.04349666666667,22.234142,1.9,-0.05,-4.09,9.9,0.94,0
28627,6.04386346666667,4.073413,4.85,-24.97,-43,10.07,0.61,0
28647,6.0491832,17.665588,6.09,-12.23,-5,7.91,0.96,0
28659,6.0519396,20.586274,3.45,-14.02,-9.73,6.88,0.969,0
28663,6.05240113333333,14.36511,9.96,8.17,-64.66,8.3,0.491,0
28667,6.05277713333333,7.627145,2.98,-9.72,-2.46,6.73,1.378,0
28671,6.0541284,19.360743,14.86,666.6,-623.13,9.28,0.646,0
28673,6.05422173333333,12.61769,4.5,-3.89,-7.34,7.39,-0.047,0
28676,6.0549078,11.136055,0.55,-2.49,-2.64,8.19,-0.021,0
28686,6.05687986666667,11.681065,6.79,-11.84,-5.03,6.09,-0.035,0
28689,6.0572426,3.862454,5.21,-14.92,-67.61,7.1,1.267,0
28691,6.05760173333333,19.690561,3.05,9.81,-20.29,5.14,-0.097,0
28692,6.0578944,18.183275,3.13,1.15,-0.41,7.96,0.056,0
28696,6.05896446666667,8.589571,8.08,-4.63,-34.51,7.72,0.356,0
28700,6.06111786666667,10.129666,1.31,-5.2,-16.35,8.81,1.018,0
28708,6.0633714,18.264789,2.07,1.26,-2.17,7.8,-0.01,0
28709,6.06339893333333,13.109963,0.99,-6.43,-11.75,8.36,0.131,0
28710,6.06372406666667,16.731978,4.56,-0.99,-7.62,8.4,0.243,0
28716,6.06532913333333,20.138452,0.1,2.19,-2.81,4.64,0.236,0
28728,6.06826206666667,21.494138,7.69,3.28,-16.07,7.77,0.2,0
28734,6.0686708,23.263341,21.64,-2.6,-119.72,4.16,0.835,0
28736,6.066376,23.007963,25.57,-39.34,-349.47,11.04,1.26,0
28750,6.07137886666667,6.491108,2.51,6.7,-15.45,8.2,0.089,0
28762,6.0740934,4.785787,3.82,-0.04,-12.72,8.82,1.091,0
28784,6.07733333333333,8.221241,2.45,1.42,-15.03,7.76,1.071,0
28785,6.07734046666667,21.395384,6.73,-40.81,-8.81,8.32,0.398,0
28789,6.07779873333333,10.50982,3.66,-9.26,-8.86,8.14,0.02,0
28801,6.08043053333333,16.338549,4.43,4.92,-12.58,9.03,0.043,0
28802,6.08081886666667,16.659814,3.32,-1.53,-3.8,7.8,-0.11,0
28806,6.08174686666667,22.312858,4.64,-6.38,-8.53,9.55,1.004,0
28812,6.0828286,5.41997,2.96,-7.96,-0.18,5.67,1.047,0
28813,6.082843,14.388435,24.56,84.66,-188.03,6.72,0.508,0
28814,6.0828778,4.158671,1.31,0.28,-2.38,5.63,1.041,0
28815,6.08305593333333,18.311024,6.51,7.89,-12.39,8.94,0.315,0
28832,6.08604773333333,7.128019,2.13,5.08,-5.95,8.1,0.037,0
28834,6.0863374,15.449105,8.86,-3,-4.61,7.75,0.128,0
28843,6.08813266666667,21.387002,3.65,-4.75,-27,8.4,1.062,0
28848,6.08966686666667,9.279608,2.8,2.2,-10.91,8.95,0.413,0
28882,6.0979382,5.737922,3.11,-3.71,-4.63,7.86,-0.068,0
28887,6.099316,7.31754,1.8,89.2,-243.88,10.31,0.676,0
